Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,min_salary,max_salary,avg_salary,city,state,same_state,company_age,job_tag,job_level,num_competitors
Data Scientist,90-146 ,"Job Description
Responsibilities:
Provides expert support to run analysis and analytical experiments in a methodical manner, using both structured and unstructured data. valuate alternate models via theoretical approaches. Identify and exploit data assets, creating new patterns/business value. Create analyses and models to improve customer and operational Key Process Indicators (KPIs), enhancing measurable value for the Agency and its customers. Build predictive models, developing advanced algorithms that extract and classify information from large datasets. Analyze data, developing robust statistical and predictive algorithms/models that drive the product outputs. Identify meaningful patterns and trends, exposing new business opportunities, and translate results into understandable and actionable output that answer real business questions. Creates and maintains a training curriculum for the “Apprentice” level for Data Science, Artificial Intelligence and Machine Learning. Facilitates appropriate training courses to the DLA staff. Provide staff-augmentation support to DLA staff for Data Science, Artificial Intelligence and Machine Learning. Ability to help the ACE team reach out to other DLA organizations to identify projects suitable for using DS/AI/ML as a way to solve their problems.
REQUIRED QUALIFICATIONS
Master’s Degree in Computer Science, Statistics, Applied Math or related field.
Minimum Five (5) years’ relevant and practical experience with SAS, R, Python, Keras, TensorFlow or other ML engineering experience.
Must possess a DOD Secret Security Clearance.
Relevant certification meeting IAT - Level II.
U.S. Citizen
COMPETENCIES
Establish Focus
Change Management
Oral Communication
Written Communication
Interpersonal Awareness
Analytical Thinking
Conceptual Thinking
Strategic Thinking
Initiative
Foster Innovation
Results Oriented
Teamwork
Customer Service

Company Description
The cornerstone of HireResources success is in its commitment to ethical business practices and superb consumer service.
Our ""Code of Ethics"" is the foundation of this success.
Integrity - Work honestly, every day.
People - Develop and deliver diverse talent Customer
Focus - Anticipate priorities & exceed their expectations
Respect - Value all customers and collaborate with one another
Performance - Be accountable, manage risks and deliver a high level of quality.",5.0,HireResources a Tailored Solutions Company (WO),"Richmond, VA","Monroe, CT",Unknown,2002,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,90,146,118.0,Richmond, VA,0,18,data scientist,n/a,0
DATA ENGINEER/SCIENTIST,90-146 ,"Job Description
**No 1099 or C2C, please**

Data Engineer

Location: Remote now; San Antonio, TX after COVID

Pay Rate: DOE

Type: 6-12+ mo contract - STRONG chance of extension and/or perm conversion!

JOB DESCRIPTION:

Our world renowned client has an opening for a Data Engineer to include building real-time data pipelines as well as some data science. This is a very modern tech stack and Cloud environment in a client facing role. Additionally, the incumbent will be working with internal analysts as well as offshore vendor teams. Strong opportunity for multiple extensions and/or conversion to permanent employee. Our client is currently hiring regardless of COVID-19!

Experience required:
5+ years' building real-time data pipelines in Python/Scala or Java in a Linux shop
2+ years' Messaging: Publish subscribe design/implementation (i.e. Kafka or Active MQ)
Spark experience or familiarity
JSON and XML (dynamic depth parsing)
Stellar work ethic with a ' Whatever it takes’ attitude and ability to adapt/succeed with constructive criticism
Preferred skills:
SQL Development
Cloud experience
Agile Methodology
**No 1099 or C2C, please**

Please send your Word.doc formatted resume to:

Talent.manager@techquarry.com OR call 210 568 9281",-1.0,Tech Quarry,"San Antonio, TX","San Antonio, TX",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,90,146,118.0,San Antonio, TX,1,-1,data engineer,n/a,0
Junior Associate Research Scientist- Data Analyst,90-146 ,"Business Group Highlights

Perspecta Labs

Perspecta Labs generates transformative applied research to fuel solutions for our customers unique challenges. We are a self-sustaining research center within Perspecta that provides applied research and engineering to enable government agencies, utilities and commercial enterprises to fully exploit the future of communications, analytics and cyber security.

Responsibilities

Data Analyst Researcher is responsible for understanding the business problems, identifying/applying right data analytics including AI and machine learning technologies to solve problems and involving in formulation and execution of technologies for both military and commercial deployment.
Understand the business problem, challenge of existing technologies and areas of application for data analytics and AI technologies.
Identify and choose the right data analytics tools, AI or machine learning technologies, for solving problems implementing appropriate solutions.
Develop required data analytics, machine learning models or prototype applications applying formulated data analysis recipes and verify the problem/solution fit.
Engage in data analytics and AI research in innovative applications of machine learning technologies to advance state-of-the-art technologies
Qualifications

Requires 2 to 5 years with BS/BA or 0 to 2 years with MS/MA/MBA or 8 to 10 years with no degree.

About Perspecta

What matters to our nation, is what matters to us. At Perspecta, everything we do, from conducting innovative research to cultivating strong relationships, supports one imperative: ensuring that your work succeeds. Our company was formed to bring a broad array of capabilities to all parts of the public sectorfrom investigative services and IT strategy to systems work and next-generation engineering.

Our promise is simple: never stop solving our nations most complex challenges. And with a workforce of approximately 14,000, more than 48 percent of which is cleared, we have been trusted to do just that, as a partner of choice across the entire sector.

Perspecta is an AA/EEO Employer - Minorities/Women/Veterans/Disabled and other protected categories.

As a government contractor, Perspecta abides by the following provision

Pay Transparency Nondiscrimination Provision

The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of the other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractors legal duty to furnish information. 41 CFR 60-1.35(c).",3.3,Perspecta,"Red Bank, NJ","Chantilly, VA",10000+ employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,0,90,146,118.0,Red Bank, NJ,0,2,data analyst,Associate/Jr. Level,0
Sr. Data Scientist/Machine Learning Engineer - Manage and Analyze at Seal Software - a DocuSign Comp,90-146 ,"Sr. Data Scientist/Machine Learning Engineer - Manage and Analyze at Seal Software - a DocuSign CompanyEngineering & Tech Operations | Walnut Creek, CAOur agreement with employeesDocuSign is committed to building trust and making the world more-agreeable for our employees, customers and the communities in which we live and work. You can count on us to listen, be honest, and try our best to do what's right, every day. At DocuSign, everything is equal. We each have a responsibility to ensure every team member has an equal opportunity to succeed, to be heard, to exchange ideas openly, to build lasting relationships, and to do the work of their life. Best of all, you will be able to feel deep pride in the work you do, because your contribution helps us make the world better than we found it. And for that, you'll be loved by us, our customers, and the world in which we live.The teamThe Analyze and Manage team builds and operates industry-leading analytics products that utilize AI, machine learning and cutting-edge NLP to provide deep insights from procurement, derivative and other contracts to financial institutions, manufacturers and others. We are the worldwide leader in AI-driven contract analytics. The Machine Learning (ML) team's primary goal is to maintain and enhance the core analysis engine. In order to keep up with the rapidly evolving field of Natural Language Processing (NLP) and ML, certain time is allotted for research. This allows us to lead the trend of automating the contract analysis processes by testing and evaluating the latest ML technology and methods in an inhouse designed lab. As such, we hire people who are excited about working on a groundbreaking and technically challenging AI vision that will be one of DocuSign's key investments over the next 5 years.This positionDocuSign is looking for a passionate, talented, and inventive machine learning engineer to help build industry-leading state of the art machine learning solutions. You will be leveraging data mining, deep learning, content understanding, image processing and more. You will integrate and deploy machine learning models that deliver more personalized and automated customer experiences.This position is an Individual Contributor role and reports to an Engineering Lead.ResponsibilitiesFeature extraction and data preparationAlgorithm development and evaluation of existing and emerging NLP/ML methods and technologies that could be effectively applied to contractual/legal dataApply NLP techniques to maintain and extend the current rule-based, supervised and unsupervised modelsApply ML algorithms and technologies to NLP tasks such as Named Entity Recognition, POS tagging, Parsing, Sentiment Analysis, Clustering, etc.Understanding of the entire software development end-to-end process as well as the product code and release management processUnderstand, assist and improved the existing training data maintenance and enrichment processIs ""hands-on"" and takes the initiativeBasic Qualifications6+ years of experience in designing, developing, deploying and monitoring models, specifically in the context of text processing/NLPExperience with Python programming, especially in the context of established deep learning frameworks.Bachelor's degree in computer science, data science, applied mathematics, or an equally computational fieldPreferred Qualifications:Experience with containerization and orchestration of machine learning models in production.Masters or PhD in computer science, data science, machine learning, applied mathematics, or an equally computational field.Demonstrated experience with text-based deep learning (NLP, NLU).Demonstrated experience in extracting, cleansing, and manipulating large, diverse unstructured datasets.Strong desire to stay ahead of industry trends & technologies with a commitment to continuous research and learning.About usDocuSign® helps organizations connect and automate how they prepare, sign, act on, and manage agreements. As part of the DocuSign Agreement Cloud, DocuSign offers eSignature: the world's #1 way to sign electronically on practically any device, from almost anywhere, at any time. Today, hundreds of thousands of customers and hundreds of millions of users in over 180 countries use DocuSign to accelerate the process of doing business and simplify people's lives. Plus, we save more trees together! And that's a good thing.DocuSign is an Equal Opportunity Employer. DocuSign is committed to building a diverse team of talented individuals who bring different perspectives to the discussion and who feel a sense of inclusion and belonging when they join our team. Individuals seeking employment at DocuSign are considered without regards to race, ethnicity, color, age, sex, religion, national origin, ancestry, pregnancy, sexual orientation, gender identity, gender expression, genetic information, physical or mental disability, registered domestic partner status, caregiver status, marital status, veteran or military status, citizenship status, or any other legally protected category.#LI-DS1",4.6,"Docusign, Inc.","Walnut Creek, CA","San Francisco, CA",5001 to 10000 employees,2003,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"EchoSign, Inc",0,90,146,118.0,Walnut Creek, CA,0,17,data scientist,Experienced,2
Sr Data Scientist-,90-146 ,"Job Description
Job Description:

Note: 1.Need Senior Data Scientist slots looking for candidates with Financial, Banking or Legal environment experience as well.

2. USC/GC resume only

Data Scientist/Data Analytics
You’ll need to have:
• Six or more years of relevant work experience.
• Teamwork & collaboration skills to work across organizations and lead cross-functional teams
• Communication & stakeholder management skills
• Problem-solving skills to develop quick yet sound solutions to resolve complex issues
• Must have experience in working with large/medium size applications
• Experience in VLDB and in multiple environments
• Experience with either Oracle/Postgres Database
• Development experience with PL/SQL and SQL*Plus
• UNIX shell scripting using Python etc.
• Strong written and verbal communication
• Strong analytical skills

Even better if you have:
• Strong foundational quantitative knowledge and skills; extensive training in math; statistics, physical science, engineering, or other related fields.
• Experience in leading large scale data science projects and delivering from end to end.
• Technical experience in machine learning and statistical modeling.
• Experience in data management and data analysis in relational database.
• Strong communication and interpersonal influencing skills.
• Excellent problem solving and critical thinking capabilities.
• Strong experience in SQL and database management.
• Python (including packages like SciKitLearn, Numpy, and Pandas)
• Experience with other data analysis software and scripting languages (e.g. R, SAS)
• General SQL proficiency one or many (Postgres, Oracle, SQL Server, Teradata)
• Strong background in statistics
• Risk management/modeling experience
• Ability to bring in new technologies and streamline the existing and new applications.
• Ability to take immediate ownership of unanticipated fraud scenarios and quickly develop ad hoc solutions when necessary
• Work with business to understand the requirements and help Verizon to come up with right fraud architecture
• Work with Project Management groups to co-ordinate multiple projects
• Work with multiple Verizon architects to come up with right design/solution
• Work with the development team to implement the solution.

EDUCATION/CERTIFICATIONS:

Bachelor Degree in Computer science or equivalent.
Company Description
Radiant Digital is committed to delivering innovative technology solutions. Our client-centric engagement model increases efficiency and effectiveness!",4.5,Radiant Digital,"Washington, DC","New York, NY",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,0,90,146,118.0,Washington, DC,0,-1,data scientist,Experienced,0
Sr Data Scientist,90-146 ,"Role Sr Data Scientist Location Raritan, NJ Job Description Data Scientist will help our clients to understand the value of the AI and advanced analytics and AI requirements for their business and help in building solutions to their problems. The roles and responsibilities also include to work closely within a data scientist team and develop, grow expand knowledge within the project and also for the client. You will responsible to engage customers in learning and helping to Optimize the current Data Monetization processes using various AI techniques like NLP, Neural Net, Deep learning to improve UX of the customer journeys and detect signals and risks, events andor optimize a cost of interactions with customers to Build, deploy, maintain the end-to-end solutions that reduce complexity and cost, by using the knowledge base of the team. Qualifications Total of 8 - 10 years of experience in IT. Skills in some of the following domains are essential with minimum 5-6 strong implementations and specific experience is desirable. Data Sciences and Machine Learning Minimum 5 -6yrs of experience in developing Client models like Supervised and Un Supervised learning with Neural Net, Deep Learning algorithms Language Natural Language Processing, machine translation, language detection, classification with different aspects of dealing NLP like Phonology, Morphology Experience building complex classification and other prediction models using machine learning Linguistic Analysis Different techniques of Syntax recognition, Semantics, Pragmatics with different approaches of Semantic analysis like Distributional, Frame based, Interactive learning etc. Thought Leader who can conceptualize big vision and define plan for Machine Learning, metrics and deliverables. Core Skills Technical deep aptitude and proficiency in programming and design techniques Python and any distribution like Tensor Flow and knowledge into Java, WebDB development, Big Data, complex event processing, design patterns. Understanding of technical architectures and current state of the market in several technology areas. Communications strong written and oral communications skills ability to establish credibility, initiation and incubation of new ideas and concepts, Desire to create practical new business applications based on innovative technologies, Leadership Management experience in team work and possibly in managing small team",4.2,Centraprise Corp,"Raritan, NJ","Edison, NJ",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,0,90,146,118.0,Raritan, NJ,0,-1,data scientist,Experienced,0
"Senior Data Scientist, Business Analytics",90-146 ,"The Opportunity


Come work for a data-driven innovator that's transforming the healthcare industry. In your role as a Data Scientist for Business Analytics, you'll work closely with teams such as operations, finance, and sales to create scalable analytics that focus on crucial cost and revenue factors that directly drive Livongo's business forward.

This role will leverage your technical skills and business acumen as you deliver insights that inform Livongo's most important business decisions. You'll collaborate closely with leaders to support strategic cross-functional initiatives that help us keep costs in check, maximize revenue and impact a greater number of people living with chronic and behavioral conditions.

This high-profile, high-impact opportunity on the Data Science team has huge advancement potential, as well as the opportunity to leverage data in ways that truly make a difference in people's lives.

Responsibilities
Support detailed analyses, modeling and forecasting for key operational areas ranging from operations to finance and impact Livongo's rapidly growing business
Collaborate closely with cross-functional stakeholders, scope and solve problems they face, and help decision-makers on the team form educated, practical strategies and recommendations
Proactively discover important trends in key metrics impacting our business, distill key insights, present to key executives, and drive meaningful actions
Leverage a broad set of technical skills and strong business understanding to creatively solve complex problems with strategic impact
Candidate Profile


Our successful candidate will have:
4+ years' experience in Data Science, Business Analytics or a related field in SaaS or consumer companies
Strong SQL skills, ability to code in and analyze data with Python (or R), practical experience with BI tools like Tableau
Firm understanding of statistical and machine learning concepts with strong experience in applying these concepts to solve business problems
Strong critical thinking and active listening skills to infer business needs, grasp underlying context, and translate loose direction on analytical projects
Compelling storytelling through analytics and visualization, getting your point across and keeping your audience engaged
A solid grasp of key SaaS business metrics and drivers
The flexibility to respond to changing priorities and business environments
A Master's degree or higher in computer science, statistics, information systems, engineering or a related field
Why Join Livongo?


The Transformative Name in Healthcare: The transformative industry forces in Community, Content and Commerce are now household names. As Amazon is to Commerce, Livongo is to Healthcare. With our Applied Health Signals engine, AI+AI, we've transformed how care is delivered.

Our Work Truly Matters: Livongo's proprietary, consumer-first technology is revolutionizing the experience of living with a chronic health condition. Our data-driven digital health engine enables our Members to seamlessly manage multiple health conditions on one empowering platform. We use smart, connected devices, personalized digital guidance, and 24x7x365 access to health professionals to make it easier for people to stay healthier.

Make an Impact: Do you want to accomplish something meaningful? To create results that matter? Livongo's innovative solution produces industry-leading member satisfaction, measurable clinical outcomes and proven healthcare costs savings. Here you can truly improve lives.

The Largest Digital Health IPO in History: We are at a milestone period in our history. On July 25, 2019 we took our company public, in order to elevate and expand the way the industry views us, thus ushering us into a whole new set of mission-critical conversations that will help us accomplish the work still to be done. As we reach new levels of achievement, we accelerate our ability to deliver life-changing services.

Focus on PEOPLE: Livongo has been voted one of the Best Places to Work in healthcare, by Fortune Magazine and Best Place to Work! Talented, passionate individuals make the difference, in this fast-moving, collaborative and inspiring environment.

Diversity and Inclusion: At Livongo we believe that personal and professional diversity is the key to innovation. We hire based solely on your strengths and qualifications, and the way in which those strengths can directly contribute to your success in your new position.

Growth and Innovation: We've already made healthcare history, yet we remain on the threshold of very big things. Leading the industry with our Applied Health Signals category, we have cracked the code to transforming healthcare. Come grow with us and support our mission to make a tangible difference in the lives of our Members.

See photos, watch videos and learn more about Livongo: follow us on Glassdoor.

#LivongoIPO #appliedhealthsignals

As an Equal Opportunity Employer, we never have and never will discriminate against any job candidate or employee due to age, race, religion, color, ethnicity, national origin, gender, gender identity/expression, sexual orientation, membership in an employee organization, medical condition, family history, genetic information, veteran status, marital status, parental status or pregnancy (including breastfeeding we have a mother's room in both our offices). In our innovative and inclusive workplace, we prohibit discrimination and harassment of any kind.",4.6,Livongo,"Mountain View, CA","Mountain View, CA",501 to 1000 employees,2014,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,90,146,118.0,Mountain View, CA,1,6,data scientist,Experienced,0
Senior Data Scientist/ Senior Data Analyst (4+ years),90-146 ,"Topologe, LLC is a growing small business with its headquarter located in Washington, DC. It is a certified Small Disadvantaged Business. Topologe provides Software Engineering, Systems engineering, AIMachine Learning, IT Infrastructure, Help Desk, Information Assurance, Project Management and Network Engineering Services. Topologe supports multiple DoD clients to include the U.S. Air Force, U.S. Army Corps of Engineers, Federal Aviation Administration, Dept of Interior Fish and Wildlife Service among others. Topologe is also a prime contractor for multiple Indefinite Delivery ndash Indefinite Quantity (IDIQ) contracts to include GSA IT 70, GSA 8(a) STARS II, GSA OASIS (sub), FAA eFAST, etc. Responsibilities Create analytical dashboard to drive insight into global trends for the Department of Defense Query large datasets from relational databases (SQL or PostgreSQL, NOT NoSQL) Automate and revise templatesreports for frequently asked questions Develop solutions to provide data access through APIs, Boolean queries, and bulk data downloads Provide premium user training to ensure users may complete basic data functions and utilize associated platforms Qualifications Bachelor's degree (or higher) in computer science, engineering, mathematics or related technical discipline At least 4 years of work experience as a data scientist andor analyst Extensive experience with creating analytics dashboards Experience with Tableau, Looker, and BigQuery is strongly preferred Experience performing analytical support to facilitate the development of departmental objectives and goals We provide a comprehensive benefits package, including medical, dental, and vision insurance paid time off and holidays a flexible spending account a 401(k) retirement plan with matching Life insurance, short-termlong-term Disability insurance and more",3.9,"Topologe, LLC",United States,"Burlington, MA",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,0,90,146,118.0,United States,,0,-1,data scientist,Experienced,0
Senior AI Scientist - Data Platform,90-146 ,"Senior AI Scientist

We are EA

And we make games how cool is that? In fact, we entertain millions of people across the globe with the most amazing and immersive interactive software in the industry. But making games is not easy. Thats why we employ the most creative, passionate people in the industry.

The Challenge Ahead:

The EA Digital Platform Data & AI Group provides unified Artificial Intelligence (AI) resources across all franchises within Electronic Arts. Our group develops machine learning, AI, and data-driven solutions to game team problems, and common AI infrastructure for use in every facet of the company. From data modeling to agent building, we use a modern, cloud-based tech stack with excellent tools to provide solutions and platforms empowering the future of game development, marketing, sales, and player experience. Were looking for an NLP Scientist to join our team!

You will report to a Director of AI Applications and will:
Research, develop and evaluate new AI applications for contextual dialogue generation, speech generation, character animation, visual content generation, and conversational interfaces
Develop algorithms and extract essential insights from EAs rich store of data to empower intelligent agents within the EA ecosystem
Create scalable solutions for problems in the gaming domain
Work with the core development teams to deploy AI applications as part of production systems
Research and implement novel AI and NLP approaches for new problems.
Qualifications of the next great EA AI Scientist:
PhD in Computer Science, or related fields (focus in NLP or ML a plus) required
5 years minimum of focused experience
Team leadership and mentoring experience
Experience developing novel AI algorithms, and major journal and conference publications
Enjoys solving problems
Programming skills
Experience with large-scale data and distributed systems Experience with Apache Hadoop, Spark, and Tensorflow a plus
Experience with SQL and MPP databases
The ability to explain concepts to a variety of audiences in multiple formats
#LI-NS1",3.9,Electronic Arts,"Redwood City, CA","Redwood City, CA",5001 to 10000 employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD),"Riot Games, Google, Activision Blizzard",0,90,146,118.0,Redwood City, CA,1,38,other,Experienced,3
Senior Data Scientist,90-146 ,"JOB SUMMARY
The Sr Data Scientist job is responsible for executing the full-scope of advanced analytic techniques with the objectives of creating causal inferences, predictions, and recommendations for improvements to business processes, and the metrics to monitor those improvements. This position requires a strong command of techniques and algorithms as well as a demonstrated practical ability to determine where to invest time, synthesize actionable findings across diverse assignments, and present these findings to an audience with varying levels of background in analytics.

MAJOR DUTIES AND RESPONSIBILITIES
Plan and lead the execution of the analytics life-cycle, leveraging significant experience in leading this type of work in previous roles

Survey varied data sources in relational databases, Hadoop, flat files, and external sources for analytic relevance

Execute the full-scope of advanced analytic techniques

Perform problem formulation, requirements analysis, and planning

Responsible for data surveying, profiling, and pre-processing

Model data management for validation (e.g. holdout, cross-validation)

Select algorithm and execution

Responsible for interpretation of results for both causal inferences and predictive effectiveness

Synthesize appropriate recommendations for action and changes

Present findings, suggested actions and changes to a broad audience, and manage follow-ups and execution

Help teach and explain techniques and tools used to a broad set of business-intelligence, data, and analytics professionals with varied backgrounds

Exercise thought leadership and discretion in tailoring the tools, approaches, and data used to meet the needs of the particular problem

Perform other duties as required

REQUIRED QUALIFICATIONS
Skills/Abilities and Knowledge
Ability to read, write, speak and understand English
Expert-level skills and experience with R (required) and/or Python (desired) (including relevant packages) in support of advanced analytics
Advanced-level skills with relational databases, including SQL and utilizing data stored in complex schemas
Expert-level logical and analytic skills
Broad experience and solid theoretical foundation on the modeling process using a variety of algorithms
Data profiling, distributions, confidence intervals, hypothesis testing
Holdout for testing, cross-validation
Data pre-processing, exploratory data analysis using a variety of techniques
Regression and classification using linear models, GLMs, and tree-based methods
Interpretation of model results, consideration of causality, treatment of multicollinearity
Strong synthesis and presentation skills
Ability to communicate results and recommendations to a wide variety of audiences
Basic understanding of data architecture, data warehouse and data marts
Experience in the telecommunications industry, or two other consumer-based industries
Demonstrated ability and desire to continually expand skill set, and learn from and teach others

PREFERRED QUALIFICATIONS
Skills/Abilities and Knowledge
Experience with Teradata: SQL, UDFs, interpreting explain plans, basic performance-tuning, and use of database catalog
Operations-research background, in particular focused on large labor operations such as field ops, technical support, and sales
Background with Cable systems and operations
Experience with Hadoop, particularly HIVE and Spark
Knowledge of other relevant tools such as SAS, SPSS, Alteryx, Linux
Knowledge of other relevant techniques such as text analysis and text mining
Familiarity with the open-source ecosystems surrounding R (CRAN), Python (PyPi), and/or Hadoop

Education
Master's degree in computer science, mathematics, statistics, operations research or other quantitatively-focus field

Related Work Experience
10+ years of Statistical Analysis
8+ years of Business Analysis
8+ years of SQL/R/SAS Programming
2+ years of Database Design or Database Modeling

WORKING CONDITIONS
Office environment
Travel as required",2.9,SPECTRUM,"Greenwood Village, Arapahoe, CO","Stamford, CT",10000+ employees,2016,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),-1,0,90,146,118.0,Greenwood Village, Arapahoe,0,4,data scientist,Experienced,0
Sr. Data Scientist,90-146 ,"Job Title Sr. Data Scientist Location San Diego, CA Duration 9-12 months, contract to hire Minimum Qualifications bull BS or MS in Data Science, Statistics, Computer Science wMachine Learning, or a related quantitative field bull You have 3+ years of related experience as a Data Scientist, with a proven record of analysis and research that positively impacts your team bull Solid background in at least one area of machine learning andor AI research bull Experienced in developing tools to ingest, merge, and clean data sets bull Experienced using scripting languages on a daily basis (SQL, Python, etc.) bull Proficient with common data science toolkits, such as Pandas, TensorFlow, NumPy. bull Proficient with visualization softwaretools such as Python, R, D3.js, Spotfire, Tableau, etc. and creating strategy recommendations bull Experienced building data science models (Regression, Decision Trees, K-Means, Segmentations, etc.) bull Experienced dealing with large data sets (especially visual data) bull Knowledge of traditional NLP applications such as entity extraction, document classification, TFIDF, tokenization, and topic modeling. bull Knowledge of modern NLP techniques such as Word2Vec, RNNs, CNNs, LSTMs, and Transformers. bull Knowledge and experience with ontologies, taxonomies, semantic meaning representation frameworks and other relations between concepts. bull Experience with machine learning algorithms, including random forest, SVM, boosting, neural networks, etc. andor Natural Language. bull Experience with source code control (Git) bull You possess excellent communication skills and the ability to clearly communicate technical concepts to a non-technical audience. Akangsha Mohite Senior Technical Recruiter P 415-949-5904 akangsha.mohitexoriant.com E akangsha.mohitexoriant.com mailtoakangsha.mohitexoriant.com",3.7,Xoriant Corporation,"San Diego, CA","Sunnyvale, CA",1001 to 5000 employees,1990,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"Persistent Systems (India), GlobalLogic, Synechron",0,90,146,118.0,San Diego, CA,0,30,data scientist,Experienced,3
Senior Data Scientist,90-146 ,"Have you ever tried to hire a plumber? How about a house cleaner? If you have, chances are it took you way longer than it should. In the era of instant-everything, it's crazy that you still have to waste an entire afternoon researching, calling and vetting local service professionals whenever you need one. The market for hiring them is huge — $1 trillion in the US alone — but the process is inefficient and largely offline.

Thumbtack is transforming this experience end-to-end, building a marketplace that matches millions of people with local pros for almost any project. In making these connections, not only do our customers get more done every day, our pros are able to grow their businesses and make a living doing what they're great at.

These customers and pros come from all walks of life and every zip code in the country. We want our team to reflect that. If you come from an underrepresented background in tech, we strongly encourage you to apply. We challenge ourselves every day to make this a place where you can thrive just the way you are, so we can build a product that does the same for our customers and pros.

About the Data Science Team


We're looking for data scientists with deep expertise in statistics, machine learning, optimization, and/or building data products. Our process gives you full ownership over the projects you tackle, so you should be a person who dreams big, then executes well.

At Thumbtack, the Data Science team is responsible for a wide variety of problems spanning statistics, machine learning, and computer science:
Characterize marketplace dynamics. Thumbtack's marketplaces are comprised of thousands of active markets across our service categories and U.S. cities. Via exploratory data analysis and experimental design, our team works to understand trends and behaviors within these markets.
Improve customer and service provider matching. Matching and optimization algorithms are fundamental to Thumbtack's product: we now service millions of matches per week. Identifying better matches between customers and service providers has an incredible impact on the experience of customers and pros transacting on our platform.
Model complex relationships in the presence of many confounding factors. Predictive modeling problems are everywhere across our product. Our team works to scope, design and implement machine learning models to support Thumbtack's product.
Responsibilities
Design and execute experiments, collect and analyze data to characterize our product
Architect and deploy machine learning systems to production
Design and implement metrics that align with company goals
Analyze a wide variety of data: structured and unstructured, observational and experimental
Advise engineering and product teams on sound statistical practices
Must-Have Qualifications


If you don't think you meet all of the criteria below but still are interested in the job, please apply. Nobody checks every box, and we're looking for someone excited to join the team.
M.S. or equivalent experience in Computer Science, Engineering, Statistics, or other relevant technical field
Expert knowledge of machine learning concepts: regression and classification, clustering, feature selection, curse of dimensionality, bias-variance tradeoff, neural networks, SVMs, etc.
Knowledge of a programming languages such as Python
Good knowledge of probability and statistics, including experimental design, predictive modeling, optimization, and causal inference
Excellent written and verbal technical communication skills
Familiarity with a scripting language and/or shell scripting
Nice-to-Have Qualifications
Ph.D. in Computer Science, Engineering, or Statistics
Experience with large-scale distributed systems
Experience with tools in the Hadoop ecosystem such Hive, Pig, or Spark
More About Us


Thumbtack is a local services marketplace – one of the largest in the U.S. – that helps millions of people hire local professionals. With hundreds of unique service categories, customers can find a Thumbtack pro for almost anything: landscapers, DJs, personal trainers, even piano teachers. And in making these connections, we empower local pros too. Helping them get new customers and make a living doing what they're great at.

Founded in 2008 and headquartered in San Francisco, Thumbtack is backed by over $400 million in investment from Sequoia Capital, CapitalG, Tiger Global Management, Javelin Investment Partners and Baillie Gifford.
See what it's like to work here
Meet the pros who inspire us
Engineers on a mission
Follow us on LinkedIn
Thumbtack embraces diversity. We are proud to be an equal opportunity workplace and do not discriminate on the basis of sex, race, color, age, sexual orientation, gender identity, religion, national origin, citizenship, marital status, veteran status, or disability status. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

The California Consumer Privacy Policy Act (the ""CCPA"") obligates covered businesses to disclose to consumers (including employees and job applicants), at or before the point of collecting personally identifiable information (""PII""), the categories of PI to be collected and the purposes for which the categories of PI shall be used.

In the course of the job application process, we may collect the following categories of PI for the purposes of evaluating you as a job applicant:
Identifiers such as a real name, alias, postal address, unique personal identifier, online identifier, Internet Protocol address, email address, account name, driver's license number, passport number, social security number, or other similar identifiers;
Professional or employment-related information.
We will not collect any additional categories of personal information or use your personal information collected for any other purpose without providing you with additional notice consistent with the CCPA.",3.8,Thumbtack,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2009,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,90,146,118.0,San Francisco, CA,1,11,data scientist,Experienced,0
